p_sex	p_age	p_size	p_edu	p_nuts3	p_income	p_house_income	s1	s2_1	s2_2	s2_3	s2_4	s2_5	s3_1	s3_2	s3_3	s3_4	s3_5	s3_6	s3_7	s3_8	s3_9	s3_10	s3_11	s3_12	s4_1	s4_2	s4_3	s4_4	s5	s6	s6_code1	s6_code2	s6_code3	s7_1	s7_2	s7_2_code1	s7_2_code2	s7_2_code3	s8_1	s8_2	s8_2_code1	s8_2_code2	s8_2_code3	s10	s10_O_T_H	s11_1	s11_2	s11_3	s11_4	s9_1	s9_1_code1	s9_1_code2	s9_1_code3	s9_1_code4	s9_2	s9_2_code1	s9_2_code2	s9_2_code3
2	58	6	2	1	3	4	1	0	30	60	10	100	3	2	2	4	2	2	3	1	1	0	 	 	4	1	1	2	2	Na internetu jsem dennì a mùu si zjistit informace v dobì kdy se mi to hodí a nemusím bıt u televize v urèitou dobu.	5	3	 	Metro	Jsou asi jediné které ètu a to jen kdy se mi náhodou dostanou do ruky. Metrem moc nejezdím a noviny u stánku si nekupuji vùbec.	80	 	 	Novinky CZ	Jsou tam pøehledné zprávy po celı den, jsou struèné a nejsou nudné	2	7	 	2	sys_empty	2	1	0	0	Kdy se k nim náhodou dostanu v práci - sama je nekupuji	2	 	 	 	Vdy kdy si zapnu PC, tak nejprve projedu email a pak si pøeètu co je nového. Pokud mì nezaujme nic z názvu, tak èlánek pøeskoèím a pøeètu si jen to, co mì zaujme.	3	 	 
2	40	6	2	1	4	4	1	0	50	30	20	100	1	2	1	2	1	1	3	1	1	0	 	 	5	1	1	1	5	sys_filtered_off	-9	 	 	sys_filtered_off	sys_filtered_off	-9	 	 	novinky.cz	je na seznamu hned po ruce, nemusím ho hledat	6	 	 	2	sys_empty	2	0	0	0	sys_filtered_off	-9	 	 	 	má èerstvé informace a nechce se mi pouštìt televizi na celı den kvùli zprávám	8	80	 
2	38	6	3	1	3	5	1	2	70	25	3	100	1	3	3	4	3	2	2	1	4	-9	 	 	4	1	1	1	5	sys_filtered_off	-9	 	 	deník Metro	jsou zdarma, nosí mi je kolegynì do práce	8	 	 	novinky.cz	nevím, jsem na nì zvyklá	3	 	 	2	sys_empty	1	2	0	0	cestou do práce, z práce, pøi polední pauze	1	6	 	 	spoustu èasu trávím u poèítaèe, jsou zdarma	3	10	 
2	40	1	2	2	2	99	1	5	70	15	10	100	2	3	3	2	2	2	2	1	2	99	 	 	4	1	2	4	2	pracuji s poèítaèem	5	 	 	nymburskı deník	je z našeho regionu	2	 	 	novinky.cz	je pøehlednı a jsou v nìm zajímavé informace	2	7	 	2	sys_empty	2	1	0	0	pøí jízdì vlakem a pøi návštìvì, protoe nejsem pøipojená na internet	1	4	 	 	pravidelnì, jsou pro mnì dostupné a jsou aktuální	9	8	 
1	39	5	3	5	4	5	1	5	50	35	10	100	1	1	3	3	1	2	4	2	4	-9	 	 	3	1	1	1	2	Najdu vše, co hledám. Najdu to rychle. Zpravodajství je "èerstvé".	4	1	 	mladá fronta	Èlánky jsou pøehlednì a ètivì uspoøádány. Mají pravidelné tématické pøílohy.	5	6	 	novinky.cz	Asi jsou i lepší, ale jsem na nì zvyklı	3	 	 	666	20	2	4	3	1	Tištìné noviny ètu na návštìvì u pøíbuznıch / sám si je nekupuji	2	 	 	 	Internetové servery ètu vdy, pokud mám pøipojení k internetu / zajímají mì co nejèerstvìjší informace	3	8	 
1	18	5	1	8	1	9	1	0	50	40	10	100	1	1	3	1	1	2	4	2	4	-9	 	 	4	1	1	3	2	Je nejaktuálnìjší  Je zdarma	1	9	 	novinky.cz	široké pokrytí	7	 	 	novinky.cz	široké zamìøení	4	 	 	2	sys_empty	1	4	0	0	dárek k novinám	9	 	 	 	kadı den, poøád se aktualizují	1	8	 
1	36	5	4	2	7	8	1	0	70	25	5	100	2	2	2	1	1	2	3	2	4	-9	 	 	4	1	1	2	2	nejaktuálnìjší zpravodajství, vıbìr toho, co potøebuji	1	10	 	5+2	je zdarma	8	 	 	novinky.cz	aktuality vdy a všude	1	7	 	2	sys_empty	2	3	4	0	jsou zdarma	2	 	 	 	aktuální zpravodajství, vıbìr co potøebuji	8	5	 
2	26	6	3	3	4	7	1	10	40	5	45	100	1	1	1	1	1	2	3	1	4	-9	 	 	1	1	3	1	4	Kompletní informace o dìní u nás i v zahranièí ve velmi èasté frekvenci.	2	 	 	literární noviny	prvotøídní informace	2	 	 	novinky.cz	kompletní pøehled o dìní	2	 	 	2	sys_empty	1	4	0	0	nemám pøístup k internetu, rádiu	4	 	 	 	ètu opravdu dennì, nejlepší pøístup, dohledám si vše, co potøebuji	1	5	 
1	43	5	3	10	6	8	1	5	10	75	10	100	3	3	3	1	2	2	4	1	4	-9	 	 	3	1	1	2	6	sys_filtered_off	-9	 	 	mf	obsahuje všechny zprávy rovnomìrnì	2	 	 	novinky.cz	je tam vše	4	 	 	2	sys_empty	2	0	0	0	je mám k dispozici	2	 	 	 	je	99	 	 
1	38	4	2	4	4	4	1	0	20	70	10	100	2	4	3	1	2	1	4	3	4	-9	 	 	5	1	1	1	3	zvyk	8	 	 	sys_filtered_off	sys_filtered_off	-9	 	 	novinky.cz	nevim	99	 	 	2	sys_empty	4	2	0	0	sys_filtered_off	-9	 	 	 	nevim	99	 	 
2	47	1	3	14	3	4	1	0	30	40	30	100	2	3	2	3	3	3	3	1	3	0	 	 	5	2	1	1	3	èølovìk musí vìdìt co se kolem nìj dìje a je to i s obrázky	2	 	 	sys_filtered_off	sys_filtered_off	-9	 	 	novinky.cz	kdy zapnu poèítaè je hned na oèích, nemusím jej hledat	3	 	 	2	sys_empty	1	0	0	0	sys_filtered_off	-9	 	 	 	noviny neètu, internetové zprávy nelze pøehlédnout	80	 	 
1	41	5	2	5	4	5	1	0	70	10	20	100	4	4	2	4	2	2	4	2	4	-9	 	 	5	1	3	2	6	sys_filtered_off	-9	 	 	sys_filtered_off	sys_filtered_off	-9	 	 	novinky.cz	je na seznamu	3	 	 	2	sys_empty	2	0	0	0	sys_filtered_off	-9	 	 	 	nemusim kupovat noviny	80	 	 
2	58	6	3	1	3	99	1	0	30	60	10	100	1	2	3	3	2	2	3	2	3	80	 	 	5	1	1	1	3	Rychlé shrnutí informací	1	2	 	sys_filtered_off	sys_filtered_off	-9	 	 	novinky.cz	rychlé informace všeho druhu	1	4	 	2	sys_empty	2	0	0	0	sys_filtered_off	-9	 	 	 	mohu rychle vyhledávat informace	11	 	 
1	45	6	2	11	5	7	1	10	30	30	30	100	2	3	2	3	2	2	3	2	2	18	 	 	3	2	1	2	5	sys_filtered_off	-9	 	 	dnes	objektivita	3	 	 	novinky.cz	objektivita	5	 	 	2	sys_empty	2	4	0	0	radiournal	80	 	 	 	objektivita	9	 	 
2	27	6	3	1	2	3	1	0	90	0	10	100	2	3	1	3	1	2	1	2	4	-9	 	 	5	1	4	4	2	je to nejjednodušší a nejlevnìjší	3	9	 	sys_filtered_off	sys_filtered_off	-9	 	 	novinky.cz	nejvìtší pøehled	4	 	 	2	sys_empty	2	3	0	0	sys_filtered_off	-9	 	 	 	pro všeobecnı pøehled	9	 	 
2	33	5	2	14	3	2	1	10	25	50	15	100	2	2	1	1	2	3	3	1	4	-9	 	 	3	1	1	2	6	sys_filtered_off	-9	 	 	Mladá fronta dnes,	mnoho informací	2	 	 	novinky.cz	spoustu onformaací	4	 	 	2	sys_empty	2	4	3	1	je má nìkdo doma	2	 	 	 	chci mít dennì pøehled	9	 	 
2	35	2	3	2	1	3	1	10	80	10	0	100	2	3	2	3	2	1	3	1	4	-9	 	 	4	1	2	4	2	aby èlovìk vìdìl co se kde dìje	2	 	 	Aha	ètvrteèní recepty	2	 	 	novinky.cz	nejnovìjší zprávy	1	 	 	2	sys_empty	2	0	0	0	kdy mám èas	3	 	 	 	mám k nim rychlejší pøístup	8	 	 
2	55	6	3	1	2	6	1	20	40	40	0	100	1	1	2	2	1	1	1	1	2	80	 	 	1	1	1	2	1	pøeèíst si tištìné zpravodajství	8	 	 	MF dnes	jsem na nì zvyklá	4	 	 	novinky.cz	pøehledné	2	 	 	666	100	2	0	0	0	zvyk	7	 	 	 	nejnovìjší informace	8	 	 
1	31	6	2	1	5	10	1	10	20	50	20	100	2	1	3	3	1	2	4	2	4	-9	 	 	4	1	2	4	2	Mám ho neustále v mobilu. Take ráno, na záchodì.... :)	3	 	 	DNES	Nejrozsáhlejší informace	2	 	 	novinky.cz	Pøehlednı a pøíjemnı	2	8	 	2	sys_empty	1	4	0	0	Leí nìkomu na stole	2	 	 	 	Protoe ho mám neustále po ruce.	8	 	 
1	46	5	2	6	3	5	1	0	40	60	0	100	1	2	2	1	2	1	2	2	4	-9	 	 	3	1	1	2	2	mám je stále na oèích, kdykoliv se objeví nìjaká zpráva nebo chci vìdìt, co se dìje, mám okamitı pøístup a monost to zjistit	1	 	 	MF dnes	pøehled a rozsah	2	 	 	novinky.cz	rychlost a pøehled zpráv	1	2	 	2	sys_empty	1	2	4	0	pokud potøebuji nìjaké podrobné info o konkrétní vìci	10	 	 	 	ihned dostupné a kdykoliv na oèích	8	 	 
1	50	1	2	2	4	7	1	10	30	40	20	100	1	1	3	2	2	3	3	2	4	-9	 	 	3	1	1	1	4	poslech pøi zamìstnání	8	 	 	mladá fronta	zvyk	4	 	 	novinky.cz	zvyk	3	 	 	2	sys_empty	1	4	2	3	nedostupnosti internetu	4	 	 	 	dostupnosti internetu	8	 	 
2	35	5	3	12	4	7	1	0	80	10	10	100	3	3	2	1	2	2	2	2	1	99	 	 	4	1	2	4	2	poøád je k dispozici	3	 	 	blesk	zajímavé novinky	2	 	 	novinky.cz	spolehlivost	5	 	 	2	sys_empty	2	4	1	3	pouze kdy potøebuji pøeèíst nìco konkrétního co není na internetu	10	 	 	 	jsou k dispozici 24 hod dennì	8	 	 
1	25	5	3	14	3	2	1	5	60	20	15	100	2	2	2	3	2	2	4	1	4	-9	 	 	4	2	3	3	2	Mùu si pøeèíst kdykoliv mám chu	3	 	 	Právo	objektivnìjší èlánky	3	 	 	novinky.cz	pouívám server seznam	3	 	 	2	sys_empty	1	0	0	0	nepøístupu internetu	4	 	 	 	podle nálady	7	 	 
2	22	6	3	4	4	5	1	0	95	0	5	100	4	3	1	4	2	2	2	3	4	-9	 	 	3	1	4	3	2	ètením zpráv na internetu ,,zabíjím" èas,je to pro mì nejpohodlnìjší a nejlevnìjší zpùsob získání informací. Jednodušší je i sehnat zprávy v cizím jazyce ( vìtší informovanost,jiné zprávy ne v èeskıch médiích)	80	4	 	Mladá fronta	máme je v práci	7	 	 	novinky.cz	nejjednodušší pøístup	6	 	 	2	sys_empty	4	2	0	0	e u mám na internetu všechno pøeèteno,e mì na titulní stránce zaujme èlánek.	10	 	 	 	kdy se nudím	7	 	 
1	20	6	1	7	1	1	1	0	90	0	10	100	4	3	4	4	3	3	4	2	1	15	80	 	5	1	5	3	2	Opravdu všechen èas (opravdu - bez pøehánìní) trávím na PC, tudíš jsou mi internetové stránky nejbliší.	5	 	 	sys_filtered_off	sys_filtered_off	-9	 	 	novinky.cz	tématické rubriky	4	 	 	2	sys_empty	1	4	2	0	sys_filtered_off	-9	 	 	 	kdy si chci odpoèinout	7	 	 
1	24	4	2	7	2	1	1	0	10	89	1	100	1	2	4	1	1	1	2	1	4	-9	 	 	4	3	1	4	3	jsem zvyklí	8	 	 	sport, idnes, 5+2	zajímavé	2	 	 	novinky.cz	zajímavé	7	 	 	2	sys_empty	2	0	0	0	tv programu	9	 	 	 	nudìní	7	 	 
2	20	2	3	9	88	99	1	5	35	20	40	100	2	3	2	2	2	3	4	1	4	-9	 	 	3	1	3	1	4	Mùu neustále sledovat dìní a u jsem doma nebo ve škole.	3	 	 	MF Dnes	seriozní	3	 	 	novinky.cz	nejrychlejší informace	1	 	 	2	sys_empty	2	4	1	0	o víkendu	7	 	 	 	pøes tıden, kdy nemám monost si tištìné noviny zakoupit	6	 	 
1	31	5	3	14	4	6	1	0	10	90	0	100	1	3	4	1	1	1	4	2	2	80	 	 	5	1	1	4	3	moderované a aktuální dìní	8	1	 	sys_filtered_off	sys_filtered_off	-9	 	 	novinky.cz	Je na hlavní stranì serveru seznam.cz, kterı mám jako domovskou stránku.	3	 	 	2	sys_empty	2	4	0	0	sys_filtered_off	-9	 	 	 	Tisk neètu, internetové zpravodajství si vybírám podle nadpisu	5	 	 
2	30	1	2	10	2	3	1	10	40	40	10	100	3	3	2	4	4	2	4	1	4	-9	 	 	3	1	2	2	2	kadı den jsem na internetu	5	 	 	jihlavske listy	bydlím v okrese jihlava	80	 	 	novinky.cz	jsou pøehledné	2	 	 	2	sys_empty	2	0	0	0	zájmu co se dìje v mém okolí	10	 	 	 	ve svém zájmu	5	 	 
2	35	6	4	1	5	8	1	10	70	10	10	100	1	1	1	1	1	2	1	1	1	17	 	 	1	1	1	2	2	aktuální zprávy	1	 	 	Deník	Odebírám ho léta	4	 	 	novinky.cz	aktuální pøehledné zprávy	1	2	 	2	sys_empty	2	4	0	0	mám èas	3	 	 	 	zajímají mne aktuální informace	5	 	 
2	24	6	3	6	3	3	1	0	30	40	30	100	3	3	2	4	2	1	3	2	3	0	 	 	4	2	2	4	3	Kdy mì nìco zajímá, tak si to vyhledám na internetu.	10	 	 	ádné	Nemám oblíbené noviny	90	 	 	novinky.cz	najdu tam vše	4	 	 	2	sys_empty	2	0	0	0	noviny ètu málokdy a to tøeba jen kdy je nìkde najdu	2	 	 	 	mì nìco zajímá více do hloubky	5	 	 
2	31	2	4	2	5	7	1	20	60	20	0	100	2	2	1	4	3	1	4	1	4	-9	 	 	3	1	1	5	2	Ranní pracovní rituál	8	 	 	Regionální deník	informace z mého regionu	2	 	 	novinky.cz	aktuální informace, monost vyjádøit svùj názor	1	80	 	666	100	1	2	0	0	jízdy v metru, tramvaji, autobusu	1	 	 	 	pokud mám èas u poèítaèe	4	 	 
1	51	3	3	7	5	7	1	5	50	40	5	100	2	2	2	1	2	3	3	1	4	-9	 	 	2	1	1	2	3	obrazové zpravodajství	8	 	 	mlada fronta	???	99	 	 	novinky.cz	???	99	 	 	2	sys_empty	2	0	0	0	bez pøipojení k internetu	4	 	 	 	internet	3	 	 
2	19	4	3	2	1	5	1	10	60	20	10	100	2	3	2	3	1	1	1	1	3	0	 	 	3	1	2	2	2	pohodlnost - vdy pøi ruce	3	 	 	Metro	Kvalitní informace	3	 	 	novinky.cz	rychlı pøístup	1	 	 	2	sys_empty	1	3	0	0	mám vybyitı mobil	4	 	 	 	jsem na poèítaèe/mobilu	3	 	 
2	39	1	2	10	4	4	1	0	50	50	0	100	4	4	2	4	2	2	2	2	3	80	 	 	5	3	1	5	5	sys_filtered_off	-9	 	 	sys_filtered_off	sys_filtered_off	-9	 	 	novinky.cz	je tam obsaeno vše	4	 	 	2	sys_empty	2	0	0	0	sys_filtered_off	-9	 	 	 	jsem zrovna na netu	3	 	 
2	41	5	2	12	4	5	1	0	50	50	0	100	2	1	2	3	2	1	2	1	4	-9	 	 	4	1	4	5	3	mam rada kdyz se na zpravodajstvi mohu podivat	8	 	 	vecernik	jsou to mistni noviny dovim se co se u nas deje	2	 	 	novinky.cz	jsou tam nejnovejsi zpravy	1	 	 	2	sys_empty	2	4	0	0	ze nemam pristup k internetu	4	 	 	 	kdyz jsem u pocitace rada si to prectu	3	 	 
1	41	2	2	11	4	3	1	25	20	20	35	100	3	3	3	2	3	3	4	2	4	-9	 	 	4	3	2	1	6	sys_filtered_off	-9	 	 	právo	chodí nám domù	4	 	 	novinky.cz	jsou na seznamu	3	 	 	2	sys_empty	2	0	0	0	hlavnì sport	80	 	 	 	kdy ajedu na seznam, tak tam oko sjede	3	 	 
2	57	4	3	12	88	3	1	0	50	30	20	100	2	2	2	3	2	3	3	1	4	-9	 	 	3	2	1	1	6	sys_filtered_off	-9	 	 	mladá fronta	veškeré zajímavosti	2	 	 	novinky.cz	je tam hodn info,ale nkteré jsou zbyteèná,kolikátky má nìkdo prsa atd.	4	7	 	2	sys_empty	1	0	0	0	jsem v terénu	1	 	 	 	kdy otevøu internet	3	 	 
2	20	6	3	11	3	5	1	0	20	80	0	100	3	3	2	3	2	1	4	2	4	-9	 	 	4	3	1	5	3	Zajímá mì.	6	 	 	ádné	není	99	 	 	novinky.cz	baví mì	8	 	 	2	sys_empty	2	0	0	0	neètu	5	 	 	 	kdy zapu poèítaè, projedu všechny stránky co mne zajímají	3	 	 
2	23	1	3	11	1	99	1	10	70	10	10	100	3	3	2	4	2	4	2	1	4	-9	 	 	3	1	3	2	2	trávení volné chvíle na internetu	5	 	 	MF dnes	rodièe jej odebírají od mého dìtství..take nostalgie	4	 	 	novinky.cz	nevim	99	 	 	2	sys_empty	2	1	4	3	snídám, obìdvám, veèeøím a leí na stole	6	 	 	 	protoe se mi otevøe internetovı prohleè a je to to první co uvidím	3	 	 
1	26	2	3	12	4	10	1	30	40	20	10	100	2	3	3	1	2	3	3	2	4	-9	 	 	1	1	1	1	2	jsem poøád v obraze a je jich na serverech spoustu	2	4	 	blesk	pøedplatné :)	4	 	 	novinky.cz	dost zpráv	4	 	 	2	sys_empty	2	1	0	0	toalety :)	6	 	 	 	pøi brouzdání po internetu	3	 	 
1	35	5	4	2	6	7	1	5	60	20	15	100	2	1	2	3	2	4	3	1	2	12	17	 	4	1	2	3	2	pøi práci pøes PC vyøídím i toto	5	 	 	místní deník	zajímá mì dìní v místì mého bydlištì	2	 	 	novinky.cz	dùvìryhodné informace, je na Seznamu, kterı pouívám	5	 	 	2	sys_empty	1	2	0	0	pokud si je koupím nebo na nì narazím	2	 	 	 	pøi práci na PC	3	 	 
1	21	5	3	3	4	8	1	0	60	40	0	100	1	2	1	3	2	1	1	1	4	-9	 	 	5	1	1	4	2	jsou kdykoliv k dispozici	3	 	 	sys_filtered_off	sys_filtered_off	-9	 	 	novinky.cz	aktuálnost, pøehlednost	1	2	 	2	sys_empty	2	4	0	0	sys_filtered_off	-9	 	 	 	pøi vyøízování práce na internetu	3	 	 
2	37	5	3	3	5	7	1	15	80	5	0	100	1	3	1	3	2	2	4	2	4	-9	 	 	3	1	1	5	2	Je to nejrychlejší zpùsob.	1	 	 	Táborsko	regionální zpravodajství	2	 	 	novinky.cz	je celkem rychlı	1	 	 	2	sys_empty	2	0	0	0	kadı tıden, kdy ve støedu vyjdou	7	 	 	 	vdy kdy zapnu poèítaè	3	 	 
2	35	3	3	3	88	4	1	10	50	30	10	100	2	2	3	4	2	3	4	2	4	-9	 	 	4	1	2	2	2	nejpøístupnìjší a kdykoliv	3	 	 	jindøichohradeckı deník	jsou z mého okolí	2	 	 	novinky.cz	domovská stránka	3	 	 	2	sys_empty	1	0	0	0	pokud na nì nezapomenu	7	 	 	 	zaplı poèítaè a internet	3	 	 
2	38	6	4	1	4	8	1	30	20	30	20	100	1	2	1	3	1	2	2	1	4	-9	 	 	1	1	1	1	1	Dá se èíst navíckrát	3	 	 	MF Dnes	tradice	4	 	 	novinky.cz	tradice	3	 	 	2	sys_empty	1	2	0	0	je lze pøenášet	80	 	 	 	spojím tuto èinnost i s jinou prací na poèítaèi	2	 	 
1	37	4	3	11	5	6	1	10	60	10	20	100	2	1	2	1	1	3	4	3	4	-9	 	 	3	1	2	2	2	muu si najít informace které jsou pro hlavní zpravodajství okrajové	10	 	 	hospodáøské noviny	vìnují se ekonomice	2	 	 	novinky.cz	je èasto aktualizovany	1	 	 	2	sys_empty	2	0	0	0	kdy cestuji na delší trasu	1	 	 	 	je mám doma po ruce	2	 	 
2	49	6	1	14	3	6	1	5	40	50	5	100	2	2	2	3	2	2	3	2	3	99	 	 	2	1	1	1	2	vyhledám si všechny zprávy ,které mì zajímají	10	 	 	deník moravskoslezskı	zprávy z regionu	2	 	 	novinky.cz	aktuální zprávy	1	 	 	2	sys_empty	1	0	0	0	e jsou k dispozici	2	 	 	 	doma	2	 	 
1	35	5	2	2	5	8	1	0	50	50	0	100	2	2	2	3	1	2	2	2	4	-9	 	 	3	1	1	4	2	jsou to rychlé zprávy	1	 	 	Právo	jsou vyváené	3	 	 	novinky.cz	mám je i v mobilu,hned po ruce	6	 	 	666	200	1	3	4	0	jedu do práce metrem	1	 	 	 	doma ve svém volnu	2	 	 
1	42	6	4	1	88	88	1	0	40	50	10	100	1	2	2	1	2	2	3	1	3	19	 	 	4	1	1	2	2	dostupnost zpráv, pøehlednost a aktuálnost	3	2	1	MF Dnes	tradice	4	 	 	novinky.cz	nejspíš souvislost se serverem seznam.cz	3	 	 	666	150	1	0	0	0	v pøípadì nedostupnosti internetu	4	 	 	 	dostupnost - jak z práce, tak z domova	2	 	 
2	24	6	3	11	2	3	1	40	10	50	0	100	3	2	1	3	1	2	3	1	4	-9	 	 	1	1	2	4	1	ètení pøi cestì do práce	3	 	 	Metro	zdarma	8	 	 	novinky.cz	aktualita	1	 	 	2	sys_empty	2	1	0	0	jedu do práce a v práci si dìlám sudoku	1	10	 	 	mám volno doma	2	 	 
2	31	2	3	11	4	6	1	0	40	40	20	100	2	2	2	2	3	3	2	2	4	-9	 	 	4	1	2	2	6	sys_filtered_off	-9	 	 	nemám, neètu	nic	99	 	 	novinky.cz	dostupnı hned pøi otevøení internetu	3	 	 	2	sys_empty	1	0	0	0	psala jsem, e neètu	5	 	 	 	na internet koukám dennì, tedy pøeètu si i to, co je nového	1	 	 
2	43	6	4	1	4	3	1	1	14	5	80	100	2	2	1	2	2	2	4	1	2	12	 	 	3	1	4	1	4	nemám TV	80	 	 	Mladá fronta dnes	rodinná tradice	4	 	 	novinky.cz	pøehledné, relevantní	2	7	 	2	sys_empty	1	0	0	0	vıjimeènì, pokud jdu po pøedem ohlášené zprávì	10	 	 	 	dennì	1	 	 
1	31	3	2	8	3	9	1	0	70	10	20	100	4	4	3	4	3	2	2	2	4	-9	 	 	4	1	3	1	2	mé èasté surfování na internetu,kdy volnou chvilku vyuiji a zkouknu co je nového	5	2	 	Jièínskı deník	krajové noviny	2	 	 	novinky.cz	jsou hned na mé domovské stránce	3	 	 	2	sys_empty	2	0	0	0	kdy si je koupí nìkdo z rodiny a zaujme mì nìjakı èlánek z mého okolí	2	10	 	 	denní pøístup na internet	1	 	 
1	29	5	3	6	6	9	1	1	29	50	20	100	3	1	2	2	2	2	3	1	2	17	 	 	3	1	1	2	2	široká škála informací a z rùznıch kanálù, najdu zde vdy to, co mì zajímá nebo co potøebuji vìdìt	10	6	 	MF Dnes	nejdostupnìjší, nejrozšíøenìjší	7	 	 	novinky.cz	mám ho hned po ruce na své domovské stránce	3	 	 	2	sys_empty	2	4	0	0	mám chu vzít kus tištìného papíru a listovat	6	 	 	 	internet vyuívám nepøetritì a mám ho vdy po ruce	1	 	 
1	41	4	3	8	4	6	1	1	50	46	3	100	1	1	2	3	1	2	3	1	4	-9	 	 	4	1	1	3	5	sys_filtered_off	-9	 	 	právo	tradice	4	 	 	novinky.cz	nevím	99	 	 	2	sys_empty	1	2	0	0	e se knim dostanu u nìkoho	2	 	 	 	kadı den tím zaèínám pøed svou prací	1	 	 
2	36	3	4	2	2	88	1	0	60	10	30	100	2	2	1	3	2	2	2	1	2	80	18	 	5	1	2	1	5	sys_filtered_off	-9	 	 	sys_filtered_off	sys_filtered_off	-9	 	 	novinky.cz	všeobecnı pøehled	2	 	 	2	sys_empty	2	4	0	0	sys_filtered_off	-9	 	 	 	zapínám dennì poèítaè, tak to beru jako všeobecnı pøehled, co se dìje	1	 	 
2	35	3	4	4	5	8	1	0	50	30	20	100	3	2	3	3	2	2	1	2	2	80	 	 	5	1	3	2	2	Mùu si zprávy pøeèíst kdykoli a témìø kdekoli.	3	 	 	sys_filtered_off	sys_filtered_off	-9	 	 	Novinky.cz	ze zvyku	3	 	 	2	sys_empty	2	4	0	0	sys_filtered_off	-9	 	 	 	kdykoli mám èas, abych se dovìdìla co je nového. Nìkdy také ukrácení èasu.	4	7	 
1	37	6	4	1	6	5	1	30	20	30	20	100	1	1	2	2	1	3	3	3	4	-9	 	 	1	1	1	1	3	Bez dùvodu	99	 	 	MF Dnes	Komplexní zprávy, relativní objektivnost	2	3	 	Novinky.cz	Pohodlnì dostupné	6	 	 	2	sys_empty	1	0	0	0	nejpøijatelnìjší zpravodajství	10	 	 	 	Nelze se jim vyhnout	80	 	 
2	21	6	3	7	1	6	1	10	80	5	5	100	2	1	1	2	1	3	3	2	4	-9	 	 	4	1	4	4	2	Protoe si sama mohu vyhledávat vìci, které mne zajímají	10	 	 	Libereckı deník	Protoe píší o novinkách z kraje ve kterém bydlím	2	 	 	Novinky.cz	Nemyslím si, e informují pravdivì, tak jako vìtšina médií, ale seznam mám jako domovskou stránku a tak se nejnovìjší svìtové aktualizace dozvídám z novinek	3	 	 	2	sys_empty	2	4	0	0	Protoe mì zajímají novinky z mého mìsta	10	 	 	 	protoe chci alespoò zhruba vìdìt, co se ve svìtì dìje	9	 	 
1	15	5	1	14	88	88	1	0	100	0	0	100	2	2	3	1	1	3	4	2	4	-9	 	 	4	1	3	4	2	Protoe je to pro mì nejpøehlednìjší a na rozdíl od TV si mùu pøeèíst co chci.	2	10	 	MF DNES	V jinıch se mi nelíbí zpùsob podání informací	4	 	 	Novinky.cz	Protoe jsou na Seznamu, kterı pouívám u nìkolik let a mezitím jsem nemìl nìjak èas, nebo mì nezajímaly jiné zpravodajské servery, vıjma idnes.	3	 	 	2	sys_empty	1	4	2	0	Kdy se mi dostanou pod ruku	2	 	 	 	Protoe k nim mám pøístup celı den	8	 	 
1	45	1	2	10	3	3	1	20	40	20	20	100	1	1	3	3	2	2	3	2	2	19	 	 	3	1	2	3	2	Rychlejší informovanost  ne v jinıch médiích	1	 	 	Jihlavské listy	Hodnì regionálních informací. Rozumná cena.	2	8	 	Novinky.cz	Rychlé, pøehledné	1	2	 	2	sys_empty	2	1	3	4	v místech kde není pøipojení internetu.	4	 	 	 	Rychlejší a aktuální informace	8	 	 
1	40	2	2	2	5	8	1	5	40	40	15	100	1	3	3	2	1	2	4	2	4	-9	 	 	2	1	1	1	5	sys_filtered_off	-9	 	 	Dnes	Kadı den Magazín	6	 	 	Novinky.cz	první na ránì	6	 	 	666	100	3	4	1	0	pouze v pøípadì, e jsou k dispozici. Nekupuji je	2	 	 	 	kdykoliv a kdekoliv	8	 	 
1	19	6	1	1	1	99	1	20	60	20	0	100	4	4	2	4	3	2	4	1	3	0	 	 	2	1	2	2	2	Ani nevím, kdykoli mám volnou chvilku mùu si pøeèíst co je kde nového. zprávy v kapse	3	 	 	NENÍ	NENÍ	99	 	 	Novinky.cz	Pøehlednı, struènı, zajímavı, pøijde mi jako jeden z nejpravdivìjších	2	7	5	2	sys_empty	4	2	1	3	e se mi dostanou do ruky nebo vím e v nich bude zajímavı èlánek	2	10	 	 	Kdykoli se nudím nìco si pøeètu a v mobilu èi poèítaèi	7	 	 
1	25	4	2	14	88	88	1	10	20	60	10	100	2	3	2	1	3	3	4	1	4	-9	 	 	4	2	2	3	3	kvùli ebole	80	 	 	Novinky.cz	jsou aktualnı	1	 	 	Novinky.cz	jsou aktualnı	1	 	 	666	100	2	3	4	0	kdy je nìco vazného ve svìte	11	 	 	 	kdy je nìco vazného ve svìte	5	 	 
1	22	1	3	3	88	7	1	0	70	30	0	100	1	1	2	4	1	3	4	1	4	-9	 	 	4	3	3	4	5	sys_filtered_off	-9	 	 	Deník Èeské Budìjovice	zdroj informací z mojí oblasti	2	 	 	Novinky.cz	jsou nejèastìji po ruce, jsou pøehledné	6	2	 	2	sys_empty	1	0	0	0	e nemám jinı zdroj informací, kdy mám èas	3	 	 	 	mám èas a narazím na nì	4	 	 
